id	project	name	bps	sequences	biome	feature	material	environment	sequencing_type	location	mean_seq_length		select	arg_percent
4441347.3	Comparative metagenomics of two microbial mats at Cuatro Cienegas basin	Green Mat Pozas Azules Cuatro Cienegas Coahuila, Mexico (contig)	11330942	49525	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	WGS	Cuatro Cienegas	228.792	public		0
4441363.3	Comparative metagenomics of two microbial mats at Cuatro Cienegas basin	Green Mat Pozas Azules Cuatro Cienegas Coahuila, Mexico (reads)	87175739	430449	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	WGS	Cuatro Cienegas	202.523	public		2.32315558869924e-06
4441558.3	unknown	S89	9411696	42534	unknown	unknown	unknown	unknown	WGS	unknown	221.275	public		0
4441568.3	Global Ocean Sampling Expedition	GS119 Shotgun - Open Ocean - Indian Ocean - International Water Outside of Reunion Island - International	65055874	60987	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - International Water Outside of Reunion Island	1066.717	public		6.55877482086346e-05
4441570.3	Global Ocean Sampling Expedition	GS000a Shotgun - Open Ocean - Sargasso Sea - Sargasso Station 11 - Bermuda	658755696	644551	marine habitat	marine habitat	marine habitat	water	WGS	Sargasso Sea	1022.038	public		0.0045938955955386
4441571.3	Global Ocean Sampling Expedition	GS000a Shotgun - Open Ocean - Sargasso Sea - Sargasso Station 13 - Bermuda	658755696	644551	marine habitat	marine habitat	marine habitat	water	WGS	Sargasso Sea	1022.038	public		0.0045938955955386
4441573.3	Global Ocean Sampling Expedition	GS000b Shotgun - Open Ocean - Sargasso Sea - Sargasso Station 13 - Bermuda	321026307	317180	marine habitat	marine habitat	marine habitat	water	WGS	Sargasso Sea	1012.127	public		0.00127372469890914
4441574.3	Global Ocean Sampling Expedition	GS000c Shotgun - Open Ocean - Sargasso Sea - Sargasso Stations 3 - Bermuda	371688861	368835	marine habitat	marine habitat	marine habitat	water	WGS	Sargasso Sea	1007.738	public		5.1513549419117e-05
4441576.3	Global Ocean Sampling Expedition	GS001a Shotgun - Open Ocean - Sargasso Sea - Hydrostation S - Bermuda	143316448	142352	marine habitat	marine habitat	marine habitat	water	WGS	Sargasso Sea	1006.775	public		0
4441582.3	Global Ocean Sampling Expedition	GS006 Shotgun - Estuary - North American East Coast - Bay of Fundy, Nova Scotia - Canada	64615563	59679	marine habitat	marine habitat	marine habitat	water	WGS	Bay of Fundy, Nova Scotia	1082.719	public		8.37815647045024e-05
4441585.3	Global Ocean Sampling Expedition	GS013 Shotgun - Coastal - North American East Coast - Off Nags Head, NC - USA	149007574	138033	marine habitat	marine habitat	marine habitat	water	WGS	Off Nags Head, NC	1079.507	public		5.07125107764085e-05
4441589.3	Global Ocean Sampling Expedition	GS019 Shotgun - Coastal - Caribbean Sea - Northeast of Colon - Panama	146413090	135325	marine habitat	marine habitat	marine habitat	water	WGS	Caribbean Sea, Northeast of Colon	1081.937	public		5.1727323111029e-05
4441590.3	Global Ocean Sampling Expedition	GS020 Shotgun - Fresh Water - Panama Canal - Lake Gatun - Panama	315151139	296355	freshwater habitat	freshwater habitat	freshwater habitat	water	WGS	Lake Gatun, Panama	1063.424	public		0.000148470584265492
4441591.3	Global Ocean Sampling Expedition	GS021 Shotgun - Coastal - Eastern Tropical Pacific - Gulf of Panama - Panama	143454700	131798	marine habitat	marine habitat	marine habitat	water	WGS	Eastern Tropical Pacific, Gulf of Panama	1088.444	public		0.000159334739525638
4441592.3	Global Ocean Sampling Expedition	GS022 Shotgun - Open Ocean - Eastern Tropical Pacific - 250 miles from Panama City - Panama	131079270	121662	marine habitat	marine habitat	marine habitat	water	WGS	Eastern Tropical Pacific, 250 miles from Panama City	1077.405	public		0
4441593.3	Global Ocean Sampling Expedition	GS025 Shotgun - Fringing Reef - Eastern Tropical Pacific - Dirty Rock, Cocos Island - Costa Rica	129781299	120671	marine habitat	marine habitat	marine habitat	water	WGS	Eastern Tropical Pacific, Dirty Rock, Cocos Island	1075.497	public		2.48609856552113e-05
4441594.3	Global Ocean Sampling Expedition	GS026 Shotgun - Open Ocean - Galapagos Islands - 134 miles NE of Galapagos - Ecuador	109049397	102708	marine habitat	marine habitat	marine habitat	water	WGS	Open Ocean, 134 miles NE of Galapagos	1061.742	public		0.000301826537368073
4441595.3	Global Ocean Sampling Expedition	GS027 Shotgun - Coastal - Galapagos Islands - Devil's Crown, Floreana Island - Ecuador	237326008	222080	marine habitat	marine habitat	marine habitat	water	WGS	Galapagos Islands, Devil	1068.651	public		0.00011257204610951
4441596.3	Global Ocean Sampling Expedition	GS029 Shotgun - Coastal - Galapagos Islands - North James Bay, Santigo Island - Ecuador	143822814	131529	marine habitat	marine habitat	marine habitat	water	WGS	Galapagos Islands - North James Bay, Santigo Island	1093.468	public		6.84259744999202e-05
4441596.4	Global Ocean Sampling Expedition	GS028 Shotgun - Coastal - Galapagos Islands - Coastal Floreana - Ecuador	205008796	189052	marine habitat	marine habitat	marine habitat	water	WGS	Galapagos Islands, Coastal Floreana	1084.404	public		3.70268497556228e-05
4441597.3	Global Ocean Sampling Expedition	GS031	461671889	436401	marine habitat	marine habitat	marine habitat	water	WGS	Upwelling, Fernandina Island	1057.907	public		1.37488227570514e-05
4441598.3	Global Ocean Sampling Expedition	GS032 Shotgun - Mangrove - Galapagos Islands - Mangrove on Isabella Island - Ecuador	153341974	148018	marine habitat	marine habitat	marine habitat	water	WGS	Galapagos Islands - Mangrove on Isabella Island	1035.968	public		0.00251996378818792
4441599.3	Global Ocean Sampling Expedition	GS033 Shotgun - Hypersaline - Galapagos Islands - Punta Cormorant, Hypersaline Lagoon, Floreana Island - Ecuador	729708089	692255	marine habitat	marine habitat	marine habitat	water	WGS	Punta Cormorant, Hypersaline Lagoon, Floreana Island	1054.103	public		0.000278798997479253
4441600.3	Global Ocean Sampling Expedition	GS034 Shotgun - Coastal - Galapagos Islands - North Seamore Island - Ecuador	142199308	134347	marine habitat	marine habitat	marine habitat	water	WGS	Galapagos Islands - North Seamore Island	1058.448	public		6.6990703179081e-05
4441601.3	Global Ocean Sampling Expedition	GS035 Shotgun - Coastal - Galapagos Islands - Wolf Island - Ecuador	151840270	140814	marine habitat	marine habitat	marine habitat	water	WGS	Galapagos Islands - Wolf Island	1078.304	public		4.26093996335592e-05
4441602.3	Global Ocean Sampling Expedition	GS036 Shotgun - Coastal - Galapagos Islands - Cabo Marshall, Isabella Island - Ecuador	85757477	77538	marine habitat	marine habitat	marine habitat	water	WGS	Cabo Marshall, Isabella Island	1106.006	public		9.02783151487013e-05
4441603.3	Global Ocean Sampling Expedition	GS048a Shotgun - Coral Reef - Polynesia Archipelagos - Moorea, Cooks Bay - Fr. Polynesia	92813604	90515	marine habitat	marine habitat	marine habitat	water	WGS	Polynesia Archipelagos - Moorea, Cooks Bay	1025.395	public		0.000220957852289676
4441604.3	Global Ocean Sampling Expedition	GS051 Shotgun - Coral Reef Atoll - Polynesia Archipelagos - Rangirora Atoll - Fr. Polynesia	140497312	128982	marine habitat	marine habitat	marine habitat	water	WGS	Polynesia Archipelagos - Rangirora Atoll	1089.278	public		3.10120792048503e-05
4441605.3	Global Ocean Sampling Expedition	GS049 Shotgun - Coastal - Polynesia Archipelagos - Moorea, Outside Cooks Bay - Fr. Polynesia	94424378	92501	marine habitat	marine habitat	marine habitat	water	WGS	Polynesia Archipelagos - Moorea, Outside Cooks	1020.793	public		6.48641636306635e-05
4441606.3	Global Ocean Sampling Expedition	GS108a Shotgun - Lagoon Reef - Indian Ocean - Coccos Keeling, Inside Lagoon - Australia	50889437	51787	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - Coccos Keeling, Inside Lagoon	982.668	public		3.86197308204762e-05
4441607.3	Global Ocean Sampling Expedition	GS110a Shotgun - Open Ocean - Indian Ocean - Indian Ocean - International	100097831	99288	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean	1008.156	public		1.00717105793248e-05
4441608.3	Global Ocean Sampling Expedition	GS110b Shotgun - Open Ocean - Indian Ocean - Indian Ocean - International	53607277	49597	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean	1080.857	public		0.000120975058975341
4441609.3	Global Ocean Sampling Expedition	GS112a Shotgun - Open Ocean - Indian Ocean - Indian Ocean - International	101818659	99781	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean	1020.421	public		2.00438961325302e-05
4441610.3	Global Ocean Sampling Expedition	GS113 Shotgun - Open Ocean - Indian Ocean - Indian Ocean - International	118339154	109700	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean	1078.753	public		4.55788514129444e-05
4441611.3	Global Ocean Sampling Expedition	GS114 Shotgun - Open Ocean - Indian Ocean - 500 Miles west of the Seychelles in the Indian Ocean - International	345285679	348823	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - 500 Miles west of the Seychelles in the Indian Ocean	989.859	public		4.01349681643699e-05
4441613.3	Global Ocean Sampling Expedition	GS117a Shotgun - Coastal sample - Indian Ocean - St. Anne Island, Seychelles - Seychelles	339868195	346952	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - St. Anne Island, Seychelles	979.583	public		2.3057944614817e-05
4441614.3	Global Ocean Sampling Expedition	GS121 Shotgun - Open Ocean - Indian Ocean - International water between Madagascar and South Africa - International	119426081	110720	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - International water between Madagascar and South Africa	1078.632	public		2.70953757225434e-05
4441615.3	Global Ocean Sampling Expedition	GS122a Shotgun - Open Ocean - Indian Ocean - International waters between Madagascar and South Africa - International	105196135	101558	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - International waters between Madagascar and South Africa	1035.823	public		9.84659012583942e-06
4441616.3	Global Ocean Sampling Expedition	GS123 Shotgun - Open Ocean - Indian Ocean - International water between Madagascar and South Africa - International	115611614	107966	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - International water between Madagascar and South Africa	1070.815	public		6.48352259044514e-05
4441617.3	Global Ocean Sampling Expedition	GS148 Shotgun - Fringing Reef - Indian Ocean - East coast Zanzibar (Tanzania), offshore Paje lagoon - Tanzania	107616215	107741	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - East coast Zanzibar (Tanzania), offshore Paje lagoon	998.842	public		3.71260708551062e-05
4441618.3	Global Ocean Sampling Expedition	GS149 Shotgun - Harbor - Indian Ocean - West coast Zanzibar (Tanzania), harbour region - Tanzania	111178553	110984	marine habitat	marine habitat	marine habitat	water	WGS	Indian Ocean - West coast Zanzibar (Tanzania), harbour region	1001.753	public		1.80206155842284e-05
4441619.3	"Whale Fall" Bone Metagenome	Whale Fall Bone	41271837	40549	fossil	fossil	fossil	miscellaneous	WGS	Southern Ocean off the west Antarctic Peninsula shelf	1017.826	public		9.8646082517448e-05
4441620.3	"Whale Fall" Bone Metagenome	Whale fall Rib	39114769	38496	fossil	fossil	fossil	host-associated	WGS	Pacific Ocean, Santa Cruz Basin	1016.074	public		0.000155860349127182
4441621.3	Ocean Viruses	Arctic Canada	68276453	688590	marine habitat	marine habitat	marine habitat	water	WGS	Canadian Arctic	99.154	public		1.88791588608606e-05
4441622.3	Ocean Viruses	Arctic Chukchi	68276453	688590	marine habitat	marine habitat	marine habitat	water	WGS	Arctic Chukchi	99.154	public		1.88791588608606e-05
4441623.3	Ocean Viruses	Bay of British Columbia	42535763	416456	marine habitat	marine habitat	marine habitat	water	WGS	Bay of British Columbia	102.137	public		2.40121405382561e-06
4441624.3	Ocean Viruses	Sargasso Sea	41653979	399343	marine habitat	marine habitat	marine habitat	water	WGS	Sargasso Sea	104.306	public		0
4441625.3	Ocean Viruses	Gulf of Mexico - Eastern	26809683	263908	marine habitat	marine habitat	marine habitat	water	WGS	Eastern Gulf of Mexico	101.587	public		3.78919926641102e-05
4441625.4	Ocean Viruses	Gulf of Mexico - Northeastern	26809683	263908	marine habitat	marine habitat	marine habitat	water	WGS	Northeastern Gulf of Mexico	101.587	public		3.78919926641102e-05
4441626.3	Ocean Viruses	Gulf of Mexico - Texas Coast	26809683	263908	marine habitat	marine habitat	marine habitat	water	WGS	Texas Coast, Gulf of Mexico	101.587	public		3.78919926641102e-05
4441627.3	Ocean Viruses	Gulf of Mexico - Western	26809683	263908	marine habitat	marine habitat	marine habitat	water	WGS	Western Gulf of Mexico	101.587	public		3.78919926641102e-05
4441628.3	Ocean Viruses	Gulf of Mexico - Texas Coast	26809683	263908	marine habitat	marine habitat	marine habitat	water	WGS	Texas Coast, Gulf of Mexico	101.587	public		3.78919926641102e-05
4441629.3	Ocean Viruses	Gulf of Mexico - Northeastern	26809683	263908	marine habitat	marine habitat	marine habitat	water	WGS	Northeastern Gulf of Mexico	101.587	public		3.78919926641102e-05
4441648.3	unknown	LColon	38196115	162844	unknown	unknown	unknown	unknown	WGS	unknown	234.556	public		4.91267716342021e-05
4441655.3	unknown	RColon	36534627	165813	unknown	unknown	unknown	unknown	WGS	unknown	220.336	public		4.22162315379373e-05
4441656.4	"Whale Fall" Bone Metagenome	Whale fall Mat	37924226	38281	microbial mat ; fossil	microbial mat ; fossil	microbial mat ; fossil	host-associated	WGS	Pacific Ocean, Santa Cruz Basin	990.680	public		2.61226195762911e-05
4441658.3	Global Ocean Sampling Expedition	GS011 Shotgun - Estuary - North American East Coast - Delaware Bay, NJ - USA	133251132	124435	marine habitat	marine habitat	marine habitat	water	WGS	Delaware Bay, NJ	1070.849	public		7.23269176678587e-05
4441661.3	Global Ocean Sampling Expedition	GS023 Shotgun - Open Ocean - Eastern Tropical Pacific - 30 miles from Cocos Island - Costa Rica	143626589	133051	marine habitat	marine habitat	marine habitat	water	WGS	Eastern Tropical Pacific, 30 miles from Cocos Island	1079.485	public		7.51591494990643e-05
4441662.3	Global Ocean Sampling Expedition	GS030 Shotgun - Warm Seep - Galapagos Islands - Warm seep, Roca Redonda - Ecuador	391694924	359152	marine habitat	marine habitat	marine habitat	water	WGS	Galapagos Islands - Warm seep, Roca Redonda	1090.610	public		0.00088263465051009
4441663.3	Alvinella Pompejana Epibiont Metagenome	Alvinella Pompejana Epibiont	290371756	293065	hydrothermal vent	hydrothermal vent	hydrothermal vent	water	WGS	Black smoker chimneys on East Pacific Rise	990.810	public		4.43587600020473e-05
4441679.3	Cow Rumen	Cow rumen -- 640F6	26644817	264849	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Bloomington, IL	100.604	public		0.000785353163500712
4441680.3	Cow Rumen	Cow rumen -- 80F6	18153371	178713	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Bloomington, IL	101.578	public		0.000755401117993655
4441681.3	Cow Rumen	Cow rumen -- 710F6	35115534	345317	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Bloomington, IL	101.691	public		0.000590761532157409
4441682.3	Cow Rumen	Cow rumen -- Pooled Planktonic	24016021	236830	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Bloomington, IL	101.406	public		0.000755816408394207
4441695.3	Aquacultured Fish (Kent State)	Fish -- Healthy gut bacteria	5076977	51498	Small lake biome	animal-associated habitat	bodily fluid	host-associated	WGS	San Diego University, San Diego, California	98.586	public		0.000388364596683366
4441696.3	Aquacultured Fish (Kent State)	Fish -- Morbid gut bacteria	5956666	60311	Small lake biome	animal-associated habitat	bodily fluid	host-associated	WGS	San Diego University, San Diego, California	98.766	public		8.29036162557411e-05
4441778.3	unknown	S12Nov2008	11218860	46813	unknown	unknown	unknown	unknown	WGS	unknown	239.653	public		0
4441834.3	Subsurface Rifle	15_Rifle	58033228	241258	freshwater biome	sediment	sediment	sediment	WGS	RIFRC site, Rifle, CO	240.544	public		0.000107768447056678
4441835.3	Subsurface Rifle	16_Rifle_w-o_AQDS15	47498987	190328	freshwater biome	sediment	sediment	sediment	WGS	RIFRC site, Rifle, CO	249.564	public		2.6270438401076e-05
4441908.3	unknown	CFMinusHealthy	15393292	64419	unknown	unknown	unknown	unknown	WGS	unknown	238.956	public		0
4441909.3	Baculovirus	Healthy minus CF	374976	1651	unknown	unknown	unknown	unknown	WGS	unknown	227.121	public		0
4442086.3	Subsurface Rifle	17_Rifle_expAQDS	70244682	284444	freshwater biome	sediment	sediment	sediment	WGS	RIFRC site, Rifle, CO	246.954	public		6.32813488771076e-05
4442145.3	Oxygen Minimum Zone	OxMinZoneSite5Vir200806-200	55753499	263954	marine habitat	marine habitat	marine habitat	unknown	WGS	Iquique, Chile	211.224	public		1.13656167362495e-05
4442219.3	Oxygen Minimum Zone	OxMinZoneSite3Vir200806-90	115483201	476227	marine habitat	marine habitat	marine habitat	unknown	WGS	Iquique, Chile	242.496	public		0
4442315.3	unknown	Cattle fecal pool (subset)	16922162	51231	unknown	unknown	unknown	unknown	WGS	unknown	330.311	public		0.000741738400577775
4442410.3	NIH Protist cDNA Survey	Arachnu	815331	1801	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	452.710	public		0
4442415.3	NIH Protist cDNA Survey	Bodoxxx	993746	1801	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	551.775	public		0
4442416.3	NIH Protist cDNA Survey	BSTrypa	2742966	4004	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	685.056	public		0.00024975024975025
4442450.3	Chesapeake Bay Virioplankton	Chesapeake Bay Virioplankton - Station 834	3920016	5641	marine habitat	marine habitat	marine habitat	unknown	WGS	Chesapeake Bay	694.915	public		0
4442451.3	Marine NaCl-Saturated Brine Metagenome	Marine NaCl-Saturated Brine	2380900	2947	extreme habitat ; hypersaline	extreme habitat ; hypersaline	extreme habitat ; hypersaline	water	WGS	crystallizer pond CR30 in the multi-pond saltern "Bras del Port" located in Santa Pola	807.906	public		0.000339328130302002
4442464.3	Mediterranean Bathypelagic Habitat	Mediterranean Bathypelagic Habitat	7202361	9047	marine habitat	marine habitat	marine habitat	water	WGS	Ionian Km3 station	796.105	public		0
4442466.3	Comparative metagenomics of two microbial mats at Cuatro Cienegas basin	Red Mat Cuatro Cienegas Coahuila, Mexico (reads)	79728381	347728	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	WGS	Cuatro Cienegas	229.284	public		0.000278953664933511
4442467.3	Comparative metagenomics of two microbial mats at Cuatro Cienegas basin	Red Mat Cuatro Cienegas Coahuila, Mexico (contigs)	7892291	23779	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	WGS	Cuatro Cienegas	331.902	public		0.000925186088565541
4442472.3	NIH Protist cDNA Survey	Chilodo	3018161	4347	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	694.309	public		0
4442475.3	NIH Protist cDNA Survey	Chilomo	311122	506	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	614.866	public		0.00197628458498024
4442498.3	Microbial Community Genomics at the HOT/ALOHA	JGI HF130 - Base of Chlorophyll Maximum	6091740	6797	marine habitat	marine habitat	marine habitat	water	WGS	HOT station ALOHA	896.240	public		0
4442499.3	Microbial Community Genomics at the HOT/ALOHA	JGI HF200 - Below Base of Euphotic Zone	7829627	8276	marine habitat	marine habitat	marine habitat	water	WGS	HOT station ALOHA	946.064	public		0
4442499.4	Microbial Community Genomics at the HOT/ALOHA	JGI HF500 - Well Below Upper Mesopelagic	8764614	9017	marine habitat	marine habitat	marine habitat	water	WGS	HOT station ALOHA	972.010	public		0.000221803260507929
4442500.3	Microbial Community Genomics at the HOT/ALOHA	JGI HF70 - Upper Euphotic	10828356	10992	marine habitat	marine habitat	marine habitat	water	WGS	HOT station ALOHA	985.112	public		9.09752547307133e-05
4442500.4	Microbial Community Genomics at the HOT/ALOHA	JGI HF770 - Core of Dissolved Oxygen Minimum Layer	11811596	11478	marine habitat	marine habitat	marine habitat	water	WGS	HOT station ALOHA	1029.064	public		8.7123192193762e-05
4442503.3	Microbial Community Genomics at the HOT/ALOHA	JGI HF4000 - Deep Abyss	11028802	11223	marine habitat	marine habitat	marine habitat	water	WGS	HOT station ALOHA	982.696	public		0.000178205470907957
4442582.3	Microbial Community Genomics at the HOT/ALOHA	JGI HF10 - Upper Euphotic	7482115	7837	marine habitat	marine habitat	marine habitat	water	WGS	HOT station ALOHA	954.717	public		0.000127599846880184
4442583.3	Viral Metagenome from Terrestrial Hot Springs	OCTOPUS Shotgun	22557192	22272	hot spring	hot spring	hot spring	water	WGS	Yellowstone Natl Park	1012.805	public		0.0295887212643678
4442589.3	unknown	Sample 2D	787340	741	unknown	unknown	unknown	unknown	WGS	unknown	1062.537	public		0
4442589.4	unknown	Sample 3A	755429	715	unknown	unknown	unknown	unknown	WGS	unknown	1056.544	public		0
4442590.3	unknown	Sample 34	796793	730	unknown	unknown	unknown	unknown	WGS	unknown	1091.497	public		0
4442591.3	unknown	Sample 35	683240	626	unknown	unknown	unknown	unknown	WGS	unknown	1091.438	public		0
4442591.4	Baculovirus	Sample 32	789468	711	unknown	unknown	unknown	unknown	WGS	unknown	1110.363	public		0
4442591.5	unknown	Sample 52	11657770	11496	unknown	unknown	unknown	unknown	WGS	unknown	1014.072	public		8.69867780097425e-05
4442594.3	unknown	Cellulose	6841343	26860	unknown	unknown	unknown	unknown	WGS	unknown	254.704	public		0
4442605.3	unknown	Sample 33	714813	678	unknown	unknown	unknown	unknown	WGS	unknown	1054.296	public		0
4442606.3	unknown	Sample 40	53607277	49597	unknown	unknown	unknown	unknown	WGS	unknown	1080.857	public		0.000120975058975341
4442618.3	Baculovirus	Sample 2F	772365	736	unknown	unknown	unknown	unknown	WGS	unknown	1049.409	public		0
4442619.3	unknown	Sample 30	739958	678	unknown	unknown	unknown	unknown	WGS	unknown	1091.383	public		0
4442620.3	unknown	Sample 31	788466	699	unknown	unknown	unknown	unknown	WGS	unknown	1127.991	public		0
4442626.3	Global Ocean Sampling Expedition	GS030 Shotgun - Warm Seep - Galapagos Islands - Upwelling, Fernandina Island	461671889	436401	marine habitat	marine habitat	marine habitat	water	WGS	Upwelling, Fernandina Island	1057.907	public		1.37488227570514e-05
4442643.3	Global Microbialization On Reefs	King2LIMic20070817	37963377	99624	coral reef	coral reef	water	water	WGS	Pacific Ocean	381.067	public		1.003774190958e-05
4442652.3	Global Microbialization On Reefs	King7LIMic20070821	43525190	191213	coral reef	coral reef	water	water	WGS	Pacific Ocean	227.627	public		0
4442653.3	Global Microbialization On Reefs	King8LIMic20070823	38955139	128155	coral reef	coral reef	water	water	WGS	Pacific Ocean	303.969	public		0
4442701.3	Gut Microbiome of Termites	Termite Gut	61533145	57641	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	the secondary forest of Bosque Lluvioso, an INBio private reserve near the town of Gu�piles, Costa Rica	1067.524	public		8.67438108290973e-05
4442702.3	259_GAS_phagecomp	MGPhage	7762966	42717	unknown	unknown	unknown	unknown	WGS	unknown	181.730	public		4.68197673057565e-05
4442708.3	Global Ocean Sampling Expedition	GS004	56922096	52959	marine habitat	marine habitat	marine habitat	water	WGS	Outside Halifax, Nova Scotia	1074.833	public		0.000245472913008176
4442709.3	Global Ocean Sampling Expedition	GS007	55430960	50980	marine habitat	marine habitat	marine habitat	water	WGS	Northern Gulf of Maine	1087.308	public		0.000137308748528835
4442889.3	NIH Protist cDNA Survey	Euglena	2383223	4866	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	489.770	public		0
4442941.3	Mussel Transcripts Metagenomes (Varying body locations)	Galloprov - digestive gland unassembled	6988845	33992	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Port Quin, Cornwall	205.603	public		0
4442948.3	Mussel Transcripts Metagenomes (Varying body locations)	M Galloprovincialis gill unassembled	12157845	58271	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Port Quin, Cornwall	208.643	public		0
4442949.3	Mussel Transcripts Metagenomes (Varying body locations)	M Galloprovincialis mantel unassembled	9293253	52057	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Port Quin, Cornwall	178.521	public		0
4442950.3	Mussel Transcripts Metagenomes (Varying body locations)	M edulis digestive gland unassembled	2071108	13131	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Firth of Clyde	157.727	public		0
4442951.3	Mussel Transcripts Metagenomes (Varying body locations)	gallo digestive gland assembled	517761	2103	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Port Quin, Cornwall	246.201	public		0
4442952.3	Mussel Transcripts Metagenomes (Varying body locations)	M edulis foot unassembled	5168392	33634	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Firth of Clyde	153.666	public		0
4442953.3	Mussel Transcripts Metagenomes (Varying body locations)	M edulis gill unassembled	7583907	49940	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Firth of Clyde	151.860	public		0
4442954.3	Mussel Transcripts Metagenomes (Varying body locations)	M edulis mantel - unassembled	4229555	25632	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Firth of Clyde	165.011	public		0
4442980.3	NIH Protist cDNA Survey	Corallo	2037555	3113	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	654.531	public		0
4442981.3	NIH Protist cDNA Survey	Diplone	3058057	4336	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	705.271	public		0
4442982.3	NIH Protist cDNA Survey	Euplote	2038856	2977	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	684.869	public		0
4442983.3	NIH Protist cDNA Survey	Flamell	1874121	3419	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	548.149	public		0
4442984.3	NIH Protist cDNA Survey	Heterom	826029	1479	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	558.505	public		0.000676132521974307
4442985.3	NIH Protist cDNA Survey	Nannoch	1884967	3679	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	512.359	public		0
4442986.3	NIH Protist cDNA Survey	PCTrypa	2452711	3775	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	649.725	public		0
4442987.3	NIH Protist cDNA Survey	Pelagom	613729	1185	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	517.915	public		0
4442988.3	NIH Protist cDNA Survey	Pinguic	2611212	4086	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	639.063	public		0
4442989.3	NIH Protist cDNA Survey	Rhizamo	2472652	3917	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	631.262	public		0
4442990.3	NIH Protist cDNA Survey	Tribone	1462805	3191	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Amherst, Massachusetts	458.416	public		0
4443231.3	Meta data	A	440390760	1103048	soil	soil	soil	soil	WGS	Eureka	399.249	public		1.7224998368158e-05
4443232.3	Meta data	2M	413050689	1024347	soil	soil	soil	soil	WGS	Eureka	403.233	public		0.000294821969508379
4443242.3	Baculovirus	assembled metatranscriptome January Dp	1817148	3711	unknown	unknown	unknown	unknown	WGS	unknown	489.665	public		0.00161681487469685
4443316.3	Iquique Oxygen minimum zone Chile	OxMinZoneSite3Vir200811-10	35148396	152688	ocean biome	marine habitat	anoxic water	water	WGS	Iquique	230.198	public		0
